index,file_name,program_name,start_time,end_time,speaker,transcription,start_time_ms,end_time_ms
146,180.wav,اتفاق تاريخي بين لبنان وإسرائيل,00:00:19.920000,00:00:51.780000,وفاء العبدالعالي,اللي سَووه أنهم طَلَعوا أكثر من 1300فريق بحثي علشان يطلعون ويعَدون كم عدد النمل الموجود في العالم؟ التحدي هنا أنه أكثر من 70% من عدد النمل يتواجد أو يعيش في أماكن مثل الغابات الاستوائية وغيرها... فيعني أماكن نائية وبعيدة. باختصار جَمَعوا هذي النتائج و سَووا معادلات تقريبية علشان يطلعون هذا العدد، ولقوا إن أكثر من 20مليون مليار نملة في العالم.,939000,831000
147,181.wav,اتفاق تاريخي بين لبنان وإسرائيل,00:00:51.780000,00:00:52.770000,مشاري الحمود,واوو!,831000,822000
148,182.wav,اتفاق تاريخي بين لبنان وإسرائيل,00:00:52.770000,00:01:02.250000,وفاء العبدالعالي,يعني لو نسقطها على عدد البشر بنقول: إن في 2.5مليون نملة لكل إنسان.,822000,312000
149,183.wav,اتفاق تاريخي بين لبنان وإسرائيل,00:01:02.250000,00:01:09.720000,مشاري الحمود,هذا بودكاست «الفجر» من ثمانية، بودكاست فجر كل يوم نسرد لكم سياق الأخبار اللي تهمكم معكم أنا مشاري الحمود.,312000,789000
150,184.wav,اتفاق تاريخي بين لبنان وإسرائيل,00:01:09.720000,00:01:18.180000,وفاء العبدالعالي,وأنا وفاء العبد العادي... خبرنا اليوم عن اقتراب لبنان وإسرائيل من توقيع اتفاق تاريخي لترسيم الحدود البحرية.,789000,258000
151,185.wav,اتفاق تاريخي بين لبنان وإسرائيل,00:01:18.180000,00:01:32.410000,مشاري الحمود,والخبر الثاني- صندوق الاستثمارات العامة يخصص 2.3مليار دولار لرعاية كرة القدم.,258000,502000
153,187.wav,اتفاق تاريخي بين لبنان وإسرائيل,00:03:56.950000,00:04:00.160000,مشاري الحمود,طرف ثالث يعني دولة ثالثة؟,1186000,400000
157,193.wav,اتفاق تاريخي بين لبنان وإسرائيل,00:15:03.000,0:15:14.782041,مشاري الحمود,وحررها محمود أبو ندى...نشوفكم بكرة الفجر.,903000,1696041
158,194.wav,لماذا لا توجد سيارات ذاتية القيادة,00:00:00.420000,00:00:01.800000,تركي القحطاني,اش جوالك يا لما؟,420000,801000
159,195.wav,لماذا لا توجد سيارات ذاتية القيادة,00:00:01.800000,00:00:06.480000,لمى رباح,أنا أيفون جديد استسلمت وانضميت لعائلة الأيفون,801000,486000
160,196.wav,لماذا لا توجد سيارات ذاتية القيادة,00:00:06.480000,00:00:36.010000,تركي القحطاني,لو تلاحظين يوم الأحد لما يجي تقرير الأيفون كم جلست على جوالك، يجيني فيه شوي اكتئاب وأقول ليت استغليت الوقت في شيء مفيد أكثر خصوصًا اللي يزعجني إن عقولنا مصممة إنها ما تعمل أو تعطيك شكل أفضل إلا لما تجلس وقت طويل بدون أي تشتت فلما الجوال جنبك ما بتقدر توصل للمرحلة هذه وهذا أكثر شيء يضايقني,486000,46000
161,197.wav,لماذا لا توجد سيارات ذاتية القيادة,00:00:36.010000,00:00:44.260000,لمى رباح,هذا بودكاست الفجر من ثمانية بودكاست فجر كل يوم نسرد لكم فيه سياق الأخبار اللي بتهمكم، معكم أنا لمى رباح,46000,304000
162,198.wav,لماذا لا توجد سيارات ذاتية القيادة,00:00:44.260000,00:00:47.390000,تركي القحطاني,وأنا تركي القحطاني,304000,437000
163,199.wav,لماذا لا توجد سيارات ذاتية القيادة,00:00:47.390000,00:00:52.700000,لمى رباح,خبرنا الأول اليوم عن وصول سيارات تسلا للقيادة الذاتية الكاملة,437000,752000
164,201.wav,لماذا لا توجد سيارات ذاتية القيادة,00:01:04.770000,00:01:23.540000,لمى رباح,قبل أكثر من سنتان في أبريل 2019 وخلال يوم تسلا للأتمتة قال إيلون ماسك على المسرح إن القيادة الذاتية بسيارات تسلا راح توصل خلال هذه السنة إلى مستوى القيادة الذاتية الكاملة، وبنفس السنة 2019 وفي إحدى المقابلات معاه كرر نفس الوعد الكبير,834000,623000
165,202.wav,لماذا لا توجد سيارات ذاتية القيادة,00:01:23.540000,00:01:30.510000,ايلون ماسك,«أعرف ما نحتاج إلى حله لجعل ميزة القيادة الذاتية الكاملة مكتملة وأنا واثق من أننا سننجز ذلك هذا العام»,623000,600000
167,204.wav,لماذا لا توجد سيارات ذاتية القيادة,00:03:01.730000,00:03:13.290000,مذيع,«حادث مميت لسيارة على الطيار الآلي تستخدم التكنولوجيا المتقدمة، ومن الميزات الكبيرة لسيارة تسلا المعنية أنها تسمح للسائقين بالتخلي عن عجلة القيادة»,911000,483000
171,208.wav,لماذا لا توجد سيارات ذاتية القيادة,00:06:52.730000,00:06:57.020000,مذيع,«متسوقون يتشاجرون حول بعض الملابس في إحدى متاجر فكتوريا سيكريت»,1142000,437000
173,210.wav,لماذا لا توجد سيارات ذاتية القيادة,00:07:45.470000,00:07:48.350000,لمى رباح,طيب ليه هي أصلاً سميت بالجمعة السوداء؟,935000,818000
175,212.wav,لماذا لا توجد سيارات ذاتية القيادة,00:08:55.730000,00:09:02.610000,لمى رباح,بس أنا بأحس إن أثر الجمعة السوداء بيمتد لخارج أمريكا حتى لأوروبا ولمنطقتنا كمان,1265000,1152000
177,215.wav,لماذا لا توجد سيارات ذاتية القيادة,00:12:00.120000,00:12:04.800000,تركي القحطاني,أنتج هذه الحلقة عمر العمران وتركي البلوشي وقدمتها أنا تركي القحطاني,840000,1524000
178,216.wav,لماذا لا توجد سيارات ذاتية القيادة,00:12:04.800000,00:12:06.180000,لمى رباح,وأنا لمى رماح,1524000,906000
179,217.wav,لماذا لا توجد سيارات ذاتية القيادة,00:12:06.180000,00:12:09.540000,تركي القحطاني,وراجعتها أسيل باعبدالله وحررها محمود أبو ندى,906000,1269000
180,218.wav,لماذا لا توجد سيارات ذاتية القيادة,00:12:09.540000,0:12:20.911020,لمى رباح,نشوفكم بكره الفجر,1269000,1651020
182,220.wav,هل تشتري السعودية ستاربكس؟,00:01:08.430000,00:01:13.640000,تركي القحطاني,غريب والله,498000,713000
183,221.wav,هل تشتري السعودية ستاربكس؟,00:01:13.640000,00:01:19.310000,عمر العمران,هذا بودكاست الفجر من ثمانية، بودكاست فجر كل يوم أسرد لكم فيه  سياق الأخبار اللي تهمكم,713000,389000
184,222.wav,هل تشتري السعودية ستاربكس؟,00:01:19.310000,00:01:20.240000,عمر العمران,معكم أنا عمر العمران,389000,320000
185,223.wav,هل تشتري السعودية ستاربكس؟,00:01:20.240000,00:01:22.910000,تركي القحطاني,وأنا تركي القحطاني,320000,992000
186,224.wav,هل تشتري السعودية ستاربكس؟,00:01:22.910000,00:01:30.230000,تركي القحطاني,الخبر الأول صندوق الإستثمارات العامة السعودي يسعى لإمتلاك حصة من امتياز ستاربكس تبع الشايع,992000,320000
187,225.wav,هل تشتري السعودية ستاربكس؟,00:01:30.230000,00:01:39.870000,عمر العمران,و خبرنا الثاني عن الأمر الملكي لتحويل جامعة الملك سعود لمؤسسة مستقلة,320000,969000
188,226.wav,هل تشتري السعودية ستاربكس؟,00:01:39.870000,00:01:44.430000,تركي القحطاني,كتبت مرة تغريدة في تويتر عن البامبكن سبايس لاتيه,969000,534000
189,229.wav,هل تشتري السعودية ستاربكس؟,00:01:56.790000,00:01:59.030000,عمر العمران,يعني شيء في ستاربكس صحيح؟,906000,149000
190,230.wav,هل تشتري السعودية ستاربكس؟,00:01:59.030000,00:02:08.670000,تركي القحطاني,صحيح بس اللي جاب الطاري أن صندوق الإستثمارات  العامة عندها نية في الإستثمار في ستاربكس الشايع,149000,798000
191,231.wav,هل تشتري السعودية ستاربكس؟,00:02:08.670000,00:02:11.640000,عمر العمران,فبيستثمر في الوكالة مو في ستاربكس نفسه,798000,771000
192,232.wav,هل تشتري السعودية ستاربكس؟,00:02:11.640000,00:02:34.440000,تركي القحطاني,صحيح يمكن تدري أن امتياز ستاربكس بالمنطقة، طبعًا  المنطقة هنا مقصود بها الخليج و الشام و تركيا شمال أفريقيا حتى روسيا مملوكة لشركة الشايع العائلية، طبعًا شركة الشايع هذه من أقدم الشركات بالكويت تأسست عام 1890 يعني قبل 130 سنة ما شاء الله,771000,594000
194,236.wav,هل تشتري السعودية ستاربكس؟,00:06:18.190000,00:06:18.290000,عمر العمران,أيه,568000,668000
196,239.wav,هل تشتري السعودية ستاربكس؟,00:07:18.690000,00:07:23.070000,تركي القحطاني,ويمكن بعد يصير عندك تمر سبايس لاتيه ممكن,1128000,513000
197,240.wav,هل تشتري السعودية ستاربكس؟,00:07:23.070000,00:07:35.140000,عمر العمران,زين أنه الحين بما أننا خلصنا موضوع القهوة بنجيب خبر يهم أكثر ناس يتصورون بأكواب ستاربكس,513000,595000
199,242.wav,هل تشتري السعودية ستاربكس؟,00:08:19.720000,00:08:20.740000,تركي القحطاني,عظيم والله,1219000,1240000
200,243.wav,هل تشتري السعودية ستاربكس؟,00:08:20.740000,00:08:51.070000,عمر العمران,عشان نفهم كلنا الكلام لازم نعرف وش المقصود مؤسسة غير ربحية، لما نقول مؤسسة غير ربحية فهذا مو معناه أنها ما تحقق أرباح لا هو معناه بس أن الربح ما يكون هدف لها وبالتالي عادي أن هذه المؤسسة تأخذ إعانات من الدولة أو الأفراد على شكل تبرعات أو إعفاءات من بعض الإجراءات وكذا وفي المقابل المفروض المؤسسة هذه تسوي خدمات للمجتمع، إذا الربح مو هدفها وش ممكن تكون أهدافها؟ ممكن نأخذ السؤال من أكثر من جانب,1240000,601000
